potid,speciesid,colour,longestleaflength_cm,loglongestleaflength_cm,height_cm,logheight_cm,num_leaves,lognum_leaves,observer,date,sampledate,graphdate,shadetreatment,invasiontreatment,season,treatment
4,avens,yellow,1,0,0.7,-0.15490196,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,control,invaded,early,controlinvaded
4,avens,red,0.8,-0.096910013,0.5,-0.301029996,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,control,invaded,early,controlinvaded
4,bindweed,yellow,2.2,0.342422681,1.2,0.079181246,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,control,invaded,early,controlinvaded
4,bindweed,red,2.1,0.322219295,0.6,-0.22184875,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,control,invaded,early,controlinvaded
4,bindweed,green,2.2,0.342422681,0.7,-0.15490196,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,control,invaded,early,controlinvaded
4,commonplantain,yellow,1.6,0.204119983,,,6,0.77815125,David,6/1/2023,6/1/2023,01-Jun,control,invaded,early,controlinvaded
4,commonplantain,red,0.3,-0.522878745,,,4,0.602059991,David,6/1/2023,6/1/2023,01-Jun,control,invaded,early,controlinvaded
4,commonplantain,blue,1.7,0.230448921,,,4,0.602059991,David,6/1/2023,6/1/2023,01-Jun,control,invaded,early,controlinvaded
5,hempnettle,red,2.4,0.380211242,1.6,0.204119983,4,0.602059991,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
5,hempnettle,yellow,2.7,0.431363764,1.8,0.255272505,10,1,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
5,hempnettle,blue,3.3,0.51851394,2.5,0.397940009,8,0.903089987,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
5,lambsquarters,blue,1.2,0.079181246,4,0.602059991,6,0.77815125,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
5,longleaf,blue,1.5,0.176091259,1.5,0.176091259,6,0.77815125,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
5,maple,yellow,2.6,0.414973348,2.1,0.322219295,4,0.602059991,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
5,maple,blue,2.5,0.397940009,3.5,0.544068044,4,0.602059991,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
5,maple,green,2.3,0.361727836,2.7,0.431363764,4,0.602059991,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
5,sawleaf,red,2,0.301029996,,,,,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
5,skinnyleaf,green,3,0.477121255,3,0.477121255,10,1,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
5,troutlily,green,4.6,0.662757832,,,,,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
5,troutlily,yellow,3.6,0.556302501,,,,,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
5,troutlily,blue,4.6,0.662757832,,,,,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
5,violet,red,1.4,0.146128036,1.5,0.176091259,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
5,willowherb,blue,3.5,0.544068044,1.7,0.230448921,6,0.77815125,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
5,avens,yellow,1.3,0.113943352,1,0,3,0.477121255,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
5,avens,green,1,0,1.3,0.113943352,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
5,bindweed,yellow,3.7,0.568201724,3.5,0.544068044,3,0.477121255,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
5,bindweed,blue,3.2,0.505149978,3.3,0.51851394,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
5,bindweed,red,2,0.301029996,1.2,0.079181246,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
6,hempnettle,green,3.4,0.531478917,2.7,0.431363764,6,0.77815125,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
6,hempnettle,blue,3.7,0.568201724,3.1,0.491361694,6,0.77815125,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
6,hempnettle,red,3.7,0.568201724,2.4,0.380211242,6,0.77815125,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
6,troutlily,yellow,4.5,0.653212514,,,,,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
6,troutlily,green,3.8,0.579783597,,,,,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
6,troutlily,red,5.8,0.763427994,,,,,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
6,violet,red,1,0,1.2,0.079181246,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
6,violet,yellow,1,0,1.3,0.113943352,1,0,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
6,violet,green,0.7,-0.15490196,0.3,-0.522878745,1,0,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
6,avens,green,4.6,0.662757832,,,,,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
6,avens,red,0.7,-0.15490196,1.5,0.176091259,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
6,bindweed,yellow,1.3,0.113943352,0.5,-0.301029996,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
6,bindweed,green,1.5,0.176091259,0.7,-0.15490196,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
6,bindweed,red,1.8,0.255272505,2,0.301029996,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
6,commonplantain,green,1.2,0.079181246,,,4,0.602059991,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
6,commonplantain,blue,0.9,-0.045757491,,,4,0.602059991,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
7,hempnettle,green,3.6,0.556302501,4.5,0.653212514,6,0.77815125,David,6/1/2023,6/1/2023,01-Jun,early,invaded,early,earlyinvaded
7,hempnettle,red,2.5,0.397940009,2.6,0.414973348,4,0.602059991,David,6/1/2023,6/1/2023,01-Jun,early,invaded,early,earlyinvaded
7,sawleaf,green,2.1,0.322219295,1.5,0.176091259,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,early,invaded,early,earlyinvaded
7,troutlily,red,8.4,0.924279286,,,,,David,6/1/2023,6/1/2023,01-Jun,early,invaded,early,earlyinvaded
7,troutlily,blue,6.4,0.806179974,,,,,David,6/1/2023,6/1/2023,01-Jun,early,invaded,early,earlyinvaded
7,troutlily,green,4,0.602059991,,,,,David,6/1/2023,6/1/2023,01-Jun,early,invaded,early,earlyinvaded
7,avens,blue,1.2,0.079181246,1.7,0.230448921,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,early,invaded,early,earlyinvaded
7,avens,red,0.9,-0.045757491,0.3,-0.522878745,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,early,invaded,early,earlyinvaded
7,bindweed,green,2,0.301029996,1.3,0.113943352,3,0.477121255,David,6/1/2023,6/1/2023,01-Jun,early,invaded,early,earlyinvaded
7,bindweed,blue,1.8,0.255272505,1.4,0.146128036,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,early,invaded,early,earlyinvaded
7,bindweed,red,1.4,0.146128036,1.2,0.079181246,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,early,invaded,early,earlyinvaded
7,dandelion,yellow,2.5,0.397940009,,,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,early,invaded,early,earlyinvaded
7,dandelion,red,1,0,,,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,early,invaded,early,earlyinvaded
8,hempnettle,blue,4,0.602059991,4.3,0.633468456,8,0.903089987,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
8,hempnettle,yellow,3.3,0.51851394,2,0.301029996,6,0.77815125,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
8,hempnettle,red,3.4,0.531478917,2.2,0.342422681,8,0.903089987,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
8,maple,blue,2.3,0.361727836,2.4,0.380211242,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
8,maple,green,3.7,0.568201724,4.3,0.633468456,4,0.602059991,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
8,maple,yellow,0.7,-0.15490196,1.7,0.230448921,4,0.602059991,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
8,troutlily,red,4.3,0.633468456,,,,,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
8,troutlily,green,4.9,0.69019608,,,,,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
8,troutlily,yellow,3.9,0.591064607,,,,,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
8,bindweed,blue,1.4,0.146128036,0.6,-0.22184875,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
8,bindweed,red,1.2,0.079181246,0.9,-0.045757491,1,0,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
8,bindweed,yellow,1,0,1,0,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
8,dandelion,red,3,0.477121255,,,6,0.77815125,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
9,hempnettle,red,3.1,0.491361694,3.1,0.491361694,6,0.77815125,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
9,hempnettle,green,3.7,0.568201724,3.2,0.505149978,6,0.77815125,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
9,hempnettle,yellow,3.2,0.505149978,5,0.698970004,4,0.602059991,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
9,lambsquarters,green,0.9,-0.045757491,2.3,0.361727836,4,0.602059991,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
9,troutlily,red,3.4,0.531478917,,,,,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
9,troutlily,yellow,4.6,0.662757832,,,,,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
9,troutlily,blue,6.1,0.785329835,,,,,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
9,violet,green,1,0,2.5,0.397940009,1,0,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
9,violet,yellow,4,0.602059991,3,0.477121255,1,0,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
9,violet,red,0.9,-0.045757491,1.4,0.146128036,1,0,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
9,avens,red,1.1,0.041392685,1.1,0.041392685,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
9,avens,yellow,0.9,-0.045757491,1.2,0.079181246,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
9,avens,blue,0.9,-0.045757491,0.6,-0.22184875,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
9,bindweed,blue,1,0,1.1,0.041392685,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
9,bindweed,green,1.6,0.204119983,1.5,0.176091259,3,0.477121255,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
9,bindweed,yellow,1.2,0.079181246,1.3,0.113943352,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
9,fuzzycommonplantain,yellow,0.8,-0.096910013,,,6,0.77815125,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
9,fuzzycommonplantain,blue,1.1,0.041392685,,,4,0.602059991,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
9,fuzzycommonplantain,red,1,0,,,6,0.77815125,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
10,hempnettle,blue,3.6,0.556302501,1.8,0.255272505,6,0.77815125,David,6/1/2023,6/1/2023,01-Jun,normal,uninvaded,early,normaluninvaded
10,hempnettle,green,0.7,-0.15490196,2.2,0.342422681,6,0.77815125,David,6/1/2023,6/1/2023,01-Jun,normal,uninvaded,early,normaluninvaded
10,hempnettle,yellow,3.5,0.544068044,1.7,0.230448921,8,0.903089987,David,6/1/2023,6/1/2023,01-Jun,normal,uninvaded,early,normaluninvaded
10,longleaf,blue,1.5,0.176091259,,,6,0.77815125,David,6/1/2023,6/1/2023,01-Jun,normal,uninvaded,early,normaluninvaded
10,maple,green,1.9,0.278753601,2.6,0.414973348,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,normal,uninvaded,early,normaluninvaded
10,maple,yellow,2.4,0.380211242,1.8,0.255272505,4,0.602059991,David,6/1/2023,6/1/2023,01-Jun,normal,uninvaded,early,normaluninvaded
10,monocot,?,1.4,0.146128036,1,0,4,0.602059991,David,6/1/2023,6/1/2023,01-Jun,normal,uninvaded,early,normaluninvaded
10,troutlily,green,4.5,0.653212514,,,,,David,6/1/2023,6/1/2023,01-Jun,normal,uninvaded,early,normaluninvaded
10,troutlily,yellow,2.8,0.447158031,,,,,David,6/1/2023,6/1/2023,01-Jun,normal,uninvaded,early,normaluninvaded
10,troutlily,blue,4.2,0.62324929,,,,,David,6/1/2023,6/1/2023,01-Jun,normal,uninvaded,early,normaluninvaded
10,avens,blue,1.5,0.176091259,1,0,4,0.602059991,David,6/1/2023,6/1/2023,01-Jun,normal,uninvaded,early,normaluninvaded
10,avens,red,0.9,-0.045757491,0.5,-0.301029996,3,0.477121255,David,6/1/2023,6/1/2023,01-Jun,normal,uninvaded,early,normaluninvaded
10,bindweed,red,1.7,0.230448921,1,0,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,normal,uninvaded,early,normaluninvaded
10,bindweed,blue,2.8,0.447158031,1.3,0.113943352,3,0.477121255,David,6/1/2023,6/1/2023,01-Jun,normal,uninvaded,early,normaluninvaded
10,bindweed,yellow,3.1,0.491361694,3.1,0.491361694,4,0.602059991,David,6/1/2023,6/1/2023,01-Jun,normal,uninvaded,early,normaluninvaded
10,commonplantain,red,1.2,0.079181246,3,0.477121255,6,0.77815125,David,6/1/2023,6/1/2023,01-Jun,normal,uninvaded,early,normaluninvaded
10,commonplantain,blue,1.6,0.204119983,1.5,0.176091259,6,0.77815125,David,6/1/2023,6/1/2023,01-Jun,normal,uninvaded,early,normaluninvaded
10,commonplantain,yellow,1.1,0.041392685,1.4,0.146128036,4,0.602059991,David,6/1/2023,6/1/2023,01-Jun,normal,uninvaded,early,normaluninvaded
11,hempnettle,green,7.4,0.86923172,5,0.698970004,24,1.380211242,David,6/1/2023,6/1/2023,01-Jun,normal,invaded,early,normalinvaded
11,hempnettle,yellow,4,0.602059991,2,0.301029996,6,0.77815125,David,6/1/2023,6/1/2023,01-Jun,normal,invaded,early,normalinvaded
11,hempnettle,blue,3,0.477121255,1.5,0.176091259,6,0.77815125,David,6/1/2023,6/1/2023,01-Jun,normal,invaded,early,normalinvaded
11,longleaf,green,1.7,0.230448921,,,6,0.77815125,David,6/1/2023,6/1/2023,01-Jun,normal,invaded,early,normalinvaded
11,maple,yellow,2.3,0.361727836,3,0.477121255,4,0.602059991,David,6/1/2023,6/1/2023,01-Jun,normal,invaded,early,normalinvaded
11,skinnyleaf,blue,3.1,0.491361694,1.5,0.176091259,9,0.954242509,David,6/1/2023,6/1/2023,01-Jun,normal,invaded,early,normalinvaded
11,troutlily,red,4.2,0.62324929,,,,,David,6/1/2023,6/1/2023,01-Jun,normal,invaded,early,normalinvaded
11,troutlily,yellow,4.6,0.662757832,,,,,David,6/1/2023,6/1/2023,01-Jun,normal,invaded,early,normalinvaded
11,troutlily,blue,3.6,0.556302501,,,,,David,6/1/2023,6/1/2023,01-Jun,normal,invaded,early,normalinvaded
11,violet,red,1,0,1.4,0.146128036,4,0.602059991,David,6/1/2023,6/1/2023,01-Jun,normal,invaded,early,normalinvaded
11,willowherb,red,3.2,0.505149978,1.5,0.176091259,5,0.698970004,David,6/1/2023,6/1/2023,01-Jun,normal,invaded,early,normalinvaded
11,avens,yellow,1.3,0.113943352,1.7,0.230448921,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,normal,invaded,early,normalinvaded
11,avens,green,1.1,0.041392685,1,0,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,normal,invaded,early,normalinvaded
11,bindweed,red,2.1,0.322219295,1.9,0.278753601,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,normal,invaded,early,normalinvaded
11,bindweed,blue,2.1,0.322219295,0.9,-0.045757491,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,normal,invaded,early,normalinvaded
11,bindweed,yellow,3.4,0.531478917,1,0,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,normal,invaded,early,normalinvaded
11,commonplantain,red,1,0,1.8,0.255272505,3,0.477121255,David,6/1/2023,6/1/2023,01-Jun,normal,invaded,early,normalinvaded
11,commonplantain,yellow,0.8,-0.096910013,0.9,-0.045757491,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,normal,invaded,early,normalinvaded
11,commonplantain,blue,1.3,0.113943352,1,0,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,normal,invaded,early,normalinvaded
12,hempnettle,red,7.4,0.86923172,4.5,0.653212514,26,1.414973348,David,6/1/2023,6/1/2023,01-Jun,control,invaded,early,controlinvaded
12,hempnettle,blue,7,0.84509804,5.7,0.755874856,18,1.255272505,David,6/1/2023,6/1/2023,01-Jun,control,invaded,early,controlinvaded
12,hempnettle,green,5.6,0.748188027,3.4,0.531478917,16,1.204119983,David,6/1/2023,6/1/2023,01-Jun,control,invaded,early,controlinvaded
12,maple,yellow,2.2,0.342422681,2.6,0.414973348,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,control,invaded,early,controlinvaded
12,maple,red,3,0.477121255,2.4,0.380211242,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,control,invaded,early,controlinvaded
12,skinnyleaf,yellow,1.8,0.255272505,2,0.301029996,14,1.146128036,David,6/1/2023,6/1/2023,01-Jun,control,invaded,early,controlinvaded
12,troutlily,green,5.7,0.755874856,,,,,David,6/1/2023,6/1/2023,01-Jun,control,invaded,early,controlinvaded
12,troutlily,yellow,4.4,0.643452676,,,,,David,6/1/2023,6/1/2023,01-Jun,control,invaded,early,controlinvaded
12,troutlily,red,4,0.602059991,,,,,David,6/1/2023,6/1/2023,01-Jun,control,invaded,early,controlinvaded
12,avens,yellow,1.1,0.041392685,0.8,-0.096910013,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,control,invaded,early,controlinvaded
12,bindweed,blue,2.5,0.397940009,1.1,0.041392685,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,control,invaded,early,controlinvaded
12,bindweed,red,2,0.301029996,0.6,-0.22184875,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,control,invaded,early,controlinvaded
12,bindweed,yellow,2,0.301029996,0.2,-0.698970004,3,0.477121255,David,6/1/2023,6/1/2023,01-Jun,control,invaded,early,controlinvaded
12,commonplantain,red,1.2,0.079181246,,,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,control,invaded,early,controlinvaded
14,hempnettle,blue,3,0.477121255,3.1,0.491361694,4,0.602059991,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
14,hempnettle,green,3.1,0.491361694,3.2,0.505149978,4,0.602059991,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
14,hempnettle,yellow,3.6,0.556302501,2.8,0.447158031,6,0.77815125,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
14,hempnettle,red,4.8,0.681241237,3.3,0.51851394,16,1.204119983,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
14,hempnettle,yellow,6.8,0.832508913,5.9,0.770852012,34,1.531478917,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
14,hempnettle,blue,4.7,0.672097858,3.6,0.556302501,16,1.204119983,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
14,maple,red,3,0.477121255,3.7,0.568201724,4,0.602059991,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
14,maple,yellow,2.2,0.342422681,2.5,0.397940009,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
14,troutlily,red,6,0.77815125,,,,,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
14,troutlily,blue,4.3,0.633468456,,,,,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
14,troutlily,green,5.1,0.707570176,,,,,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
14,bindweed,blue,1.2,0.079181246,1,0,2,0.301029996,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
14,bindweed,yellow,2,0.301029996,0.2,-0.698970004,4,0.602059991,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
14,bindweed,green,3.2,0.505149978,1.3,0.113943352,3,0.477121255,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
14,dandelion,red,2.3,0.361727836,,,4,0.602059991,David,6/1/2023,6/1/2023,01-Jun,early,uninvaded,early,earlyuninvaded
15,troutlily,yellow,,,,,,,David,6/1/2023,6/1/2023,01-Jun,normal,invaded,early,normalinvaded
15,violet,red,2,0.301029996,2.7,0.431363764,3,0.477121255,David,6/1/2023,6/1/2023,01-Jun,normal,invaded,early,normalinvaded
15,?,red,0.5,-0.301029996,,,,,David,6/1/2023,6/1/2023,01-Jun,normal,invaded,early,normalinvaded
15,?,yellow,1.3,0.113943352,,,,,David,6/1/2023,6/1/2023,01-Jun,normal,invaded,early,normalinvaded
15,bindweed,yellow,2.2,0.342422681,1.5,0.176091259,3,0.477121255,David,6/1/2023,6/1/2023,01-Jun,normal,invaded,early,normalinvaded
15,bindweed,green,2.4,0.380211242,1.6,0.204119983,4,0.602059991,David,6/1/2023,6/1/2023,01-Jun,normal,invaded,early,normalinvaded
15,bindweed,red,1.7,0.230448921,0.3,-0.522878745,4,0.602059991,David,6/1/2023,6/1/2023,01-Jun,normal,invaded,early,normalinvaded
16,hempnettle,blue,2.3,0.361727836,6,0.77815125,34,1.531478917,David,6/1/2023,6/1/2023,01-Jun,control,invaded,early,controlinvaded
16,hempnettle,yellow,3.7,0.568201724,2.8,0.447158031,8,0.903089987,David,6/1/2023,6/1/2023,01-Jun,control,invaded,early,controlinvaded
16,hempnettle,red,5.8,0.763427994,4,0.602059991,26,1.414973348,David,6/1/2023,6/1/2023,01-Jun,control,invaded,early,controlinvaded
16,longleaf,blue,1.3,0.113943352,,,4,0.602059991,David,6/1/2023,6/1/2023,01-Jun,control,invaded,early,controlinvaded
16,troutlily,red,3.2,0.505149978,,,,,David,6/1/2023,6/1/2023,01-Jun,control,invaded,early,controlinvaded
16,troutlily,green,4,0.602059991,,,,,David,6/1/2023,6/1/2023,01-Jun,control,invaded,early,controlinvaded
16,troutlily,yellow,4,0.602059991,,,,,David,6/1/2023,6/1/2023,01-Jun,control,invaded,early,controlinvaded
16,violet,yellow,1.6,0.204119983,1.3,0.113943352,1,0,David,6/1/2023,6/1/2023,01-Jun,control,invaded,early,controlinvaded
16,violet,blue,1,0,1.3,0.113943352,1,0,David,6/1/2023,6/1/2023,01-Jun,control,invaded,early,controlinvaded
16,avens,red,0.7,-0.15490196,,,2,0.301029996,Katja,6/1/2023,6/1/2023,01-Jun,control,invaded,early,controlinvaded
16,bindweed,green,1,0,,,3,0.477121255,Katja,6/1/2023,6/1/2023,01-Jun,control,invaded,early,controlinvaded
16,bindweed,blue,1.2,0.079181246,,,2,0.301029996,Katja,6/1/2023,6/1/2023,01-Jun,control,invaded,early,controlinvaded
16,commonplantain,blue,1.1,0.041392685,,,4,0.602059991,Katja,6/1/2023,6/1/2023,01-Jun,control,invaded,early,controlinvaded
16,commonplantain,green,1.2,0.079181246,,,7,0.84509804,Katja,6/1/2023,6/1/2023,01-Jun,control,invaded,early,controlinvaded
16,commonplantain,red,0.6,-0.22184875,,,5,0.698970004,Katja,6/1/2023,6/1/2023,01-Jun,control,invaded,early,controlinvaded
17,hempnettle,green,5,0.698970004,2.5,0.397940009,12,1.079181246,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
17,hempnettle,blue,4,0.602059991,2.5,0.397940009,8,0.903089987,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
17,hempnettle,red,5.8,0.763427994,5,0.698970004,12,1.079181246,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
17,longleaf,blue,1.9,0.278753601,,,6,0.77815125,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
17,longleaf,yellow,1.8,0.255272505,,,6,0.77815125,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
17,longleaf,red,1.9,0.278753601,,,6,0.77815125,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
17,maple,red,2,0.301029996,3,0.477121255,4,0.602059991,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
17,maple,blue,3,0.477121255,4,0.602059991,4,0.602059991,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
17,maple,green,1.8,0.255272505,1.5,0.176091259,4,0.602059991,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
17,troutlily,red,,,,,,,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
17,troutlily,green,,,,,,,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
17,troutlily,blue,3.8,0.579783597,,,,,David,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
17,avens,green,0.8,-0.096910013,0.6,-0.22184875,3,0.477121255,Cathy,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
17,avens,blue,,,,,,,Cathy,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
17,avens,red,1,0,0.9,-0.045757491,2,0.301029996,Cathy,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
17,bindweed,blue,0.9,-0.045757491,0.7,-0.15490196,2,0.301029996,Cathy,6/1/2023,6/1/2023,01-Jun,control,uninvaded,early,controluninvaded
